gene_id	gene_name	C1	C2	C3	sac1	sac2	sac3
b1217	b1217	82	66	215.674	151.453	187.528	282.189
b1218	b1218	251	286.253	868.684	849.271	649.476	804.126
b1219	b1219	92	57	188.106	83	67.002	80
b1220	b1220	55	32	184.563	221.44	174.987	317.474
b1221	b1221	868.31	858.037	2718.213	2576.068	1486.352	2245.271
b1222	b1222	307.693	297.285	1212.485	1120.073	587.339	963.235
b1223	b1223	2024.789	2804.185	7481.094	3267.969	635.503	1266.618
b1224	b1224	6884.204	8231.691	20292.598	11173.24	3545.76	7416.273
b1225	b1225	738.343	686.56	1701.823	1733.003	1018.859	2026.142
b1226	b1226	413.965	360.23	790.306	779.891	517.128	1033.458
b1227	b1227	268.001	145.233	416.343	476.016	279.088	503.393
b1228	b1228	0	1	0	0	0	0
b1229	b1229	0	0	0	0	0	0
b1230	b1230	0	2	0	1	3	7
b1231	b1231	0	2	3	0	0	8
b1232	b1232	527.962	430.929	2224.215	802.983	911.908	1430.689
b1233	b1233	265	205	665.906	242	294.358	412.441
b1234	b1234	539	329.931	1605.292	675.613	740.439	1296.216
b1235	b1235	646.253	622.062	2684.229	1597.327	1592.895	2814.614
b1236	b1236	1545.06	1324.319	5673.142	3566.842	2711.081	4100.325
b1237	b1237	6130.008	4382.848	16070.908	4791.401	3759.392	5302.899
b1238	b1238	137	92	412.273	134	106.019	230.917
b1241	b1241	14112.665	12697.568	64143.986	34476.001	30250.059	50879.206
b1242	b1242	118	82	155	94	70.719	131.173
b1243	b1243	8389.154	8180.324	33957.161	16765.024	20658.586	31524.254
b1244	b1244	2865.144	3297.972	10774.249	6316.031	7829.459	12516.537
b1245	b1245	2868.641	3480.661	11010.916	6483.258	7803.45	11894.941
b1246	b1246	2879.165	2972.442	10211.911	6195.388	6711.383	9765.351
b1247	b1247	5483.961	5512.363	15585.788	10445.552	10213.181	14248.583
b1248	b1248	93.49	54	331.803	149.215	113.726	278.403
b1249	b1249	683.51	582.598	2248.708	1089.805	997.185	1342.279
b1250	b1250	151	122	433.103	415.134	320.034	752.473
b1251	b1251	54	49	228.01	98.001	96.002	129.004
b1252	b1252	282	292.239	1289.1	512.646	689.578	639.15
b1253	b1253	8	18	24.012	16	21	12
b1254	b1254	300.781	266	1273.077	756.663	679.889	1185.074
b1255	b1255	245.219	190	956.745	575.268	570.303	745.736
b1256	b1256	419.014	376.852	977.768	307.811	113.12	148.687
b1257	b1257	30	22	91.011	428.364	240.261	486.818
b1258	b1258	11	3	27	174.617	83.181	157.87
b1259	b1259	0	1	2	20	16	13
b1260	b1260	498.702	566.419	1778.76	685.287	834.148	1044.484
b1261	b1261	443.35	421.551	1576.195	603.523	659.107	937.612
b1262	b1262	352	317	1100.729	403.514	468.532	791.609
b1263	b1263	87	68	226.886	104.569	123.026	151.858
b1264	b1264	23	13	59.14	33.002	33.912	51
b1265	b1265	0	0	0	0	0	0
b1266	b1266	143	149.003	572.241	275.138	244.963	326.369
b1267	b1267	475.466	369.785	1869.716	864.499	785.887	1270.821
b1268	b1268	74	70	210.129	96	84.001	202.017
b1269	b1269	361.054	308.061	932.841	370.718	317.913	462.012
b1270	b1270	330	231	868.615	365.628	289.415	434.412
b1271	b1271	270.026	216	855.981	397.319	302.421	404.347
b1272	b1272	290	242	872.017	350.015	286.079	369.965
b1273	b1273	105	71	328.03	148	123.09	144.449
b1274	b1274	4285.557	4002.975	12885.191	6737.114	4925.043	7462.508
b1275	b1275	1661.298	845.518	4390.814	718.816	709.69	1063.892
b1276	b1276	7954.936	8910.438	32580.255	28524.618	26508.211	40328.422
b1277	b1277	205	146	624.324	280.329	243.008	375.141
b1278	b1278	111	56	298.214	141.262	133.004	175.197
b1279	b1279	148.117	168.111	476.603	284.585	225.328	413.04
b1280	b1280	331.883	336.933	1298.145	754.428	689.773	1073.523
b1281	b1281	206.861	181.032	542.758	316.941	317.219	394.948
b1282	b1282	17.139	36.968	85.869	58.358	28.11	33.879
b1283	b1283	39	27	84	367.017	262.141	390.468
b1284	b1284	285.92	189	1183.07	320.036	378.336	644.697
b1285	b1285	624.004	528.077	2362.383	1253.932	1009.013	1586.512
b1286	b1286	2840.689	2834.678	12372.415	3870.745	3228.734	4486.302
b1287	b1287	945.056	655.195	4103.669	685.805	536.972	806.741
b1288	b1288	4967.595	4928.106	21457.286	7415.477	6203.717	10127.398
b1289	b1289	27	20	38.012	17	19.001	54.002
b1290	b1290	210.481	140.093	629.616	348.843	330.322	533.125
b1291	b1291	541.839	366.896	1464.792	865.504	729.539	1154.266
b1292	b1292	195.682	240.998	822.997	447.703	411.669	646.39
b1293	b1293	242.87	242.468	1130.458	623.491	523.875	1009.912
b1294	b1294	771.128	626.777	2195.571	1259.644	1134.164	1731.341
b1295	b1295	42	26	87.113	71.001	74	82.036
b1296	b1296	62	62	268.461	87.054	104	145.186
b1297	b1297	385	364.263	1305.021	250.913	306.982	494.665
b1298	b1298	115	90	297.703	93.134	109.107	122.047
b1299	b1299	176	175	509.787	161.003	177.255	228.921
b1300	b1300	67	82	293.645	108.001	91.446	130.601
b1301	b1301	59	69	247.15	104.162	100.602	153.644
b1302	b1302	43	35	155.549	90.839	75.001	96.109
b1303	b1303	82	64	227.402	84.209	77.076	112.528
b1304	b1304	88	74	269.699	118.877	86.483	131.081
b1305	b1305	10	12	41	17.165	16	43.553
b1306	b1306	16	19	94.266	35.029	39.006	48.908
b1307	b1307	1	7.836	13.696	10.414	9	5
b1308	b1308	125	127.176	747.461	84.021	92.001	142.492
b1309	b1309	90	24	154.962	36	21	42.308
b1310	b1310	68	18.002	148.897	13	7	19.001
b1311	b1311	40	19	113.164	15.48	16.017	20.673
b1312	b1312	25	14	78.017	18.045	15.038	22.258
b1313	b1313	88	76	229.783	70.634	54	105.142
b1314	b1314	45	63	132.306	40.555	49.005	51.002
b1315	b1315	48	85.006	157.065	64	44	76
b1316	b1316	67	59	165.477	54	67	113.556
b1317	b1317	7	3	8	4	2	7
b1319	b1319	2	3	5	0	0	1
b1320	b1320	58	36	176.154	66.011	67	74.005
b1321	b1321	202.999	341.044	721.256	489.362	362.654	498.492
b1322	b1322	95.06	176.066	483.12	277.192	179.484	295.81
b1323	b1323	903.463	757.324	2878.044	1044.292	952.227	1332.982
b1324	b1324	8097.712	6157.22	25088.053	10072.318	9622.125	14031.656
b1325	b1325	132	134	488.778	203.426	192.038	206.427
b1326	b1326	177	131	788.155	415.058	416.701	506.026
b1327	b1327	65	61	181.014	124.589	130.952	212.394
b1328	b1328	101	86	305.198	86.025	95	146.124
b1329	b1329	1505.975	1062.976	4508.133	727	669.775	905.963
b1330	b1330	49	50	137.341	85.007	66.001	81.999
b1331	b1331	798.165	706.427	2899.111	389.841	360.728	436.769
b1332	b1332	217.076	179.797	741.78	178.003	298.517	415.698
b1333	b1333	1441.375	1276.241	4586.933	2251.139	1672.168	2648.774
b1334	b1334	2395.961	1734.736	9449.242	3312.171	3707.683	6000.934
b1335	b1335	186	129	532.619	281.282	289.95	362.041
b1336	b1336	17	18.817	66	55	46.002	94.072
b1337	b1337	45	38.014	176.92	73.039	76.64	88.314
b1338	b1338	61.007	42.986	184.169	81	59.998	112.598
b1339	b1339	93	48.002	260.805	58	65.003	86.007
b1340	b1340	21	20	65.003	43.003	58.01	40.001
b1341	b1341	618.482	484.071	2465.591	236.13	258.056	488.873
b1342	b1342	382	331.927	1478.749	866.991	720.841	984.889
b1343	b1343	261.112	259.669	1242.342	883.848	893.855	1340.877
b1344	b1344	176.078	182.206	646.15	279.522	241.076	356.284
b1345	b1345	6	8	15	7	15.019	13
b1346	b1346	0	0	0	0	0	0
b1347	b1347	0	0	0	0	1	0
b1348	b1348	0	0	0	0	0	0
b1349	b1349	14	4	48.003	17.016	10	12.961
b1350	b1350	21	10	102.953	28	21	40
b1351	b1351	0	0	0	0	0	0
b1352	b1352	0	0	0	0	0	0
b1353	b1353	0	0	4	1	2	1
b1355	b1355	4	0	3	4	0	0
b1356	b1356	123	104	428.39	251.011	291.283	435.205
b1357	b1357	3	2	6.009	5	4	4
b1358	b1358	13	4	28.858	13	13	15
b1359	b1359	10	12	46.208	21	16	37.298
b1360	b1360	3	9	27.348	16	11	10.371
b1361	b1361	5	12	35.001	9.014	12	29.303
b1363	b1363	79	41	111	59	80	113
b1365	b1365	0	0	3	0	1.03	3
b1366	b1366	2	0	2	1	0.932	0
b1368	b1368	1	2	4	3	4	6
b1370	b1370	104.462	93.304	198.009	87.444	60.1	67.313
b1372	b1372	21	22	56.91	60	46	74.06
b1373	b1373	2	0	17	5	5	5
b1374	b1374	2	18	49.001	10	23	41.015
b1375	b1375	0	1	0	2	0	3
b1376	b1376	317	215	697.569	112.965	113.062	138.984
b1377	b1377	3	3	1	10	8	13
b1378	b1378	1881.174	1876.123	8364.64	5674.405	5035.419	7989.833
b1379	b1379	48	42.563	204.055	429.702	245.681	380.788
b1380	b1380	732.86	779.825	3203.963	1376.362	1128.641	1999.282
b1381	b1381	274	255.987	899.634	382.467	359.875	599.38
b1382	b1382	11	5	11	6	9.655	15
b1383	b1383	36	17	51.074	24.02	28.345	39.094
b1384	b1384	328	179	843.034	119.869	128.545	166.687
b1385	b1385	154	124.001	401.065	169.613	150.511	194.005
b1386	b1386	25	24	61.003	29	29	42.998
b1387	b1387	51	28	194.051	26	26.988	20.052
b1388	b1388	201	101.134	791.338	32	20.003	27
b1389	b1389	58	26	147.988	7	8	9
b1390	b1390	132	92	527.798	21	29.002	39.011
b1391	b1391	159.531	94.572	495.9	37	21	39.085
b1392	b1392	173.469	100.058	646.818	51	39	72.468
b1393	b1393	146	145.004	615.936	62.001	63.997	78.296
b1394	b1394	51.423	53	226.204	29.001	24	38.802
b1395	b1395	91	128.097	373.357	57	63	70.55
b1396	b1396	22	33.018	90.03	30.368	14.971	33.86
b1397	b1397	388	457.011	1753.877	231.085	238.846	261.381
b1398	b1398	303.999	264.504	1012.678	210	181.78	281.869
b1399	b1399	422.005	372.382	1154.804	414.603	363.975	621.553
b1400	b1400	121.07	137.473	362.743	159.333	141.306	203.378
b1402	b1402	94	68.708	310.033	187.992	109.977	203.027
b1403	b1403	54.329	37.66	171.755	72.911	72.646	93.334
b1404	b1404	84.136	44.483	264.923	71	80.612	140.856
b1406	b1406	459	328.158	1348.048	474.964	341.101	422.909
b1407	b1407	15	12	53.025	11	16	49
b1408	b1408	0	2	9	0	1	3
b1409	b1409	1	2	1	5	2	4
b1410	b1410	24	11	69.735	40.826	34.076	63.938
b1411	b1411	46	57.018	145.055	70.163	87.006	144.705
b1412	b1412	166	143.132	689.773	287.023	258.914	340.72
b1413	b1413	1342.311	1259.058	5498.366	2133.462	1881.338	2796.989
b1414	b1414	345.001	319	1338.103	1207.749	812.669	1063.302
b1415	b1415	28135.732	22587.285	92563.574	12721.285	17850.394	20159.418
b1418	b1418	461	262.001	618.547	244.466	184.016	280.973
b1419	b1419	20	26	28	16	11	21
b1420	b1420	38	96	242.985	77	43.997	61
b1421	b1421	18	11	31.163	29.01	33.032	56.006
b1422	b1422	2446.482	1308.049	6826.835	690.06	1015.047	1404.511
b1423	b1423	1302.748	719.835	4878.755	1012.838	965.215	1490.468
b1424	b1424	908.02	770.575	3382.867	1749.08	1790.203	2529.335
b1426	b1426	32	16	43	15	23	37
b1427	b1427	162	138	356.235	164.624	185.434	272.823
b1428	b1428	128	93.454	341.126	284.322	227.113	281.106
b1429	b1429	166.408	157.004	389.372	180.93	149.005	238.197
b1430	b1430	303	256.219	758.511	397.124	327.68	451.309
b1431	b1431	217	224	854.554	222.161	224.009	376.86
b1432	b1432	139	97.043	462.579	235.606	216.189	418.657
b1433	b1433	232	101.716	600.618	81.535	84	119.036
b1434	b1434	43	44	157.638	60	94	151.821
b1435	b1435	385.741	299.001	1279.601	572.19	511.737	651.424
b1436	b1436	1	3	13	25	13	43
b1438	b1438	30	30	125.568	54	53	84.973
b1439	b1439	269	169	911.544	304.47	318.662	424.484
b1440	b1440	2024.465	1576.46	9584.424	1605.754	1696.998	2457.865
b1441	b1441	670.165	546.63	3407.304	592.019	596.54	936.634
b1442	b1442	626.801	561.974	2869.739	533.503	648.097	1001.472
b1443	b1443	468.629	470.039	2693.887	765.045	883.655	1151.304
b1444	b1444	985.369	1175.068	5096.933	2357.763	2144.18	2995.316
b1445	b1445	3	0	2	1	2	3
b1446	b1446	166.996	160	380.096	183	153	193.517
b1447	b1447	72	54.39	192.23	101.263	140.408	181.94
b1448	b1448	59	34	284.329	117.739	135.029	203.95
b1449	b1449	610	554	1914.494	1530.961	1368.619	1908.189
b1450	b1450	46	44	214.858	100	139.574	277.075
b1451	b1451	534.25	389.013	1556.774	806.068	920.817	1426.233
b1452	b1452	784	497.011	2629.49	393	686.58	680.116
b1453	b1453	74	72	241.163	65.001	71	67.09
b1454	b1454	32	25	107.469	112.901	111.877	190.301
b1455	b1455	0	0	0	1	0	0
b1457	b1457	0	0	1	0	0	1
b1460	b1460	1	5	3	1	0	0
b1461	b1461	4	0	12	3	8	13
b1462	b1462	55	38.01	203.112	69.001	107.086	113.394
b1463	b1463	100	70	256.687	226	189.019	283.558
b1464	b1464	154	157	468.548	280	286.035	459.754
b1465	b1465	53	56	179.042	345.23	289.465	408.005
b1466	b1466	60	65.836	202.103	344.96	299.238	404.85
b1467	b1467	206	219.327	871.936	1442.112	1262.485	1840.134
b1468	b1468	593	653.024	2126.463	2734.114	2498.046	4118.182
b1469	b1469	142	170	604.982	572.002	533.514	1164.538
b1471	b1471	0	0	0	0	0	0
b1472	b1472	0	0	0	0	0	0
b1473	b1473	39	34	193.003	61	60.002	56.087
b1474	b1474	398.696	466.049	1255.498	850.795	313.019	601.476
b1475	b1475	67.304	34.121	125.65	118.002	60.964	148.226
b1476	b1476	44	25.879	58.344	65.019	53.999	82.964
b1477	b1477	16	16	70.116	41.008	46	87.385
b1478	b1478	872.134	964.052	3066.805	3463.63	2783.143	3664.123
b1479	b1479	5308.881	4547.63	15974.063	5563.065	5296.237	7402.016
b1480	b1480	49	47	110	205	179	204
b1481	b1481	1	0	3	237.171	188.26	243.507
b1482	b1482	326	329.991	1456.888	1734.74	1323.702	1608.687
b1483	b1483	60	52.343	302.881	76.944	93.173	130.948
b1484	b1484	95	86.47	432.656	125.059	117.569	173.811
b1485	b1485	132	119	567.928	118.679	145.82	194
b1486	b1486	114.307	107	695.743	76	113	164.054
b1487	b1487	465.338	265.423	1892.722	255.246	365.02	523.089
b1488	b1488	167.665	120.153	747.094	105.915	127.022	156.753
b1489	b1489	247.18	280	1322.664	659.53	578.993	1083.875
b1490	b1490	137	116	622.574	238.01	235	374.169
b1491	b1491	172	131	590.839	558.549	339.029	568.72
b1492	b1492	314.929	545.572	1476.773	64614.546	33918.77	68791.205
b1493	b1493	212.029	354.576	1669.66	71789.821	36623.405	66005.124
b1494	b1494	85	65	408.611	55	43	51.037
b1495	b1495	50	68	261.973	13	19	24
b1496	b1496	13	6	62	2	5	5
b1497	b1497	282	88	752.358	5	10	17.063
b1498	b1498	3219.147	2582.695	9294.478	150	266.037	512.727
b1499	b1499	4	0	2	2	3	4
b1500	b1500	0	0	0	0	0	0
b1501	b1501	43.005	52	172.119	123.005	110.033	135.073
b1502	b1502	0	0	5	3	6	13.015
b1503	b1503	2	0	1	0	5	1
b1504	b1504	3	6	2	0	2	6
b1505	b1505	8	0	13	8	13	11.001
b1507	b1507	194	149.781	566.26	246.491	230.003	260.224
b1508	b1508	12	7.219	43.962	21	20	18.994
b1511	b1511	197.056	140.001	594.363	155.081	135.011	170.957
b1512	b1512	125	100.61	474.957	97.004	90.036	104.073
b1513	b1513	212.356	117	588.028	145.779	94.89	141.496
b1514	b1514	94.954	54.908	392.536	75.889	58.968	97.192
b1515	b1515	69.07	74.092	352.374	74.422	70	137.09
b1516	b1516	195	145.015	637.745	154.973	120.288	189.266
b1517	b1517	91	121.043	330.598	76	81.516	95.657
b1518	b1518	24	27.007	104.34	29	28.469	68.205
b1519	b1519	444	424.109	1638.814	1279.154	1073.304	1393.182
b1520	b1520	8	9	41	29	41.001	71.012
b1521	b1521	101	86.349	351.716	84	62	90.042
b1522	b1522	35	35	106.037	71.147	64.134	146.001
b1523	b1523	55.999	32.461	165.543	87.685	73.106	152.159
b1524	b1524	190.788	178.539	632.453	310.536	323.604	376.897
b1525	b1525	137	89	390.407	159.102	152.443	228.284
b1526	b1526	82	55	303.758	110	93.003	120.359
b1527	b1527	1	3	10.188	4	5	9
b1528	b1528	22	36	60.994	55	65	79.649
b1529	b1529	135	172	537.109	359.176	366.096	519.926
b1530	b1530	16	6	55.002	118.924	90.959	233.643
b1531	b1531	60	53	276.359	546.815	374.014	667.281
b1532	b1532	10	7	47.623	99.474	69.658	152.016
b1533	b1533	179.033	134	446.198	152.982	173.002	229.362
b1534	b1534	155	131	729.476	263.475	385.377	641.433
b1535	b1535	32	29	68.024	133	176.003	252.211
b1536	b1536	20	22	75.384	294.541	219	261.912
b1537	b1537	13	20	51	110.022	95.018	163.328
b1538	b1538	1609.999	1529.533	5326.758	3042.641	2616.003	3553.114
b1539	b1539	2191.794	1857.89	7845.82	3731.3	2912.053	3911.849
b1540	b1540	135.001	112.028	541.511	246.456	226.965	429.629
b1541	b1541	0	1	1	3	2	4
b1542	b1542	11	5	52.044	31.99	14	25.998
b1543	b1543	2	0	5	7	4.99	17
b1544	b1544	0	0	2	2	3	5
b1545	b1545	9	0	19	16	19	17.532
b1546	b1546	2	1	11	6	7	9
b1547	b1547	0	3	6	2	4	7
b1548	b1548	1	0	5	3	0	1
b1549	b1549	0	0	0	0	0	0
b1550	b1550	1	0	1	0	0	0
b1551	b1551	0	0	0	0	0	1
b1552	b1552	0	0	0	1	3	10
b1553	b1553	0	1	0	0	1	0
b1554	b1554	0	1	0	1	1	3
b1555	b1555	0	1	3	3	7	1
b1556	b1556	2	0	1	1	0	2
b1557	b1557	31	22	60	33	41	117
b1558	b1558	4	4	5	2	6	3
b1559	b1559	4	6	8	0	8	4
b1560	b1560	6	11	14	10	8	11
b1561	b1561	3	0	0	1	7	8
b1562	b1562	31	24	153	71	40	86
b1563	b1563	188	180	558.736	315.845	266.164	314.212
b1564	b1564	36	28	120.361	43.363	52.838	88.471
b1565	b1565	0	0	0	0	0	0
b1566	b1566	0	1	2	1	2	1
b1567	b1567	0	0	0	1	0	1
b1568	b1568	1	0	12	4	0	3
b1569	b1569	0	0	0	0	0	0
b1570	b1570	36	19	74.007	24	41	60.99
b1571	b1571	6	2	8	1	0	2
b1572	b1572	0	0	0	1	0	1
b1573	b1573	1	2	9	7	4	1
b1574	b1574	0	0	0	0	0	0
b1575	b1575	0	0	1	1	0	1
b1576	b1576	1	1	2	1	0	4
b1580	b1580	28	15	94.025	45	38.081	53.002
b1581	b1581	47	39	183.644	91.025	58.999	98.046
b1582	b1582	3	25	23	9	6.914	12
b1583	b1583	197	152	479.388	183.796	164.59	226.345
b1584	b1584	499	375.596	1498.553	483.066	451.353	705.396
b1585	b1585	151.001	137	431.409	203.005	158.083	271.25
b1586	b1586	95	47	165.011	81.137	98.305	93.961
b1587	b1587	29	28	97	80.038	87	152.763
b1588	b1588	92	106	424.839	297.152	247.071	328.848
b1589	b1589	27	35	125.189	98.108	56.139	92.653
b1590	b1590	72	58	199.475	132	92.273	151.184
b1591	b1591	129.005	89	341.064	152.216	136.699	193.107
b1592	b1592	30	21	102.004	92	73.8	142.106
b1593	b1593	59	118	201.944	167.164	52	74
b1594	b1594	400	361	1167.987	309.344	293.73	398.69
b1595	b1595	98.68	85	443.129	132.099	126	216.863
b1596	b1596	102	75	408.414	195.196	217.9	344.878
b1597	b1597	1	4	3	9	10	8
b1598	b1598	308	215.086	907.276	454	371.963	578.974
b1599	b1599	15	8	80	19	16	28.013
b1600	b1600	17	7	18.001	3	12	22.008
b1601	b1601	43	69.027	225.976	160.247	147.073	237.901
b1602	b1602	4061.106	3151.481	12055.547	2918.636	2639.752	3615.689
b1603	b1603	3495.226	2875.093	10943.263	2509.963	2319.161	3040.78
b1604	b1604	1085	936.612	3878.375	1390.691	1130.438	1664.921
b1605	b1605	56	84	263.824	148.353	154	233.825
b1606	b1606	125	125	408.552	199.725	192.015	252.662
b1607	b1607	76	59	228.23	82	101.006	125.761
b1608	b1608	384.997	263.723	1148.793	414.704	404.707	578.024
b1609	b1609	306	250.875	1040.739	371.309	311.654	669.218
b1610	b1610	130	111.003	401.835	141.991	140.081	237.635
b1611	b1611	1153.995	1034.046	4174.885	897.812	1174.637	1701.333
b1612	b1612	8762.512	7091.626	26012.345	3340.61	3792.11	4741.969
b1613	b1613	1129.588	948.422	3495.912	1508.692	1210.096	1663.376
b1614	b1614	2361.365	1864.019	9131.733	3274.774	3366.238	5829.41
b1615	b1615	5	7	35	1	3	6
b1616	b1616	62	67	304.377	45.012	39	81.555
b1617	b1617	253	183.303	939.206	128.036	112.976	207.425
b1618	b1618	179	88	479.8	161	131.155	193.88
b1619	b1619	1296.379	1405.287	4659.734	5469.477	3929.406	6285.576
b1620	b1620	101	67	206.576	86.053	61	123.907
b1621	b1621	722.429	420.178	2202.8	189.129	169.885	178.697
b1622	b1622	634.571	384.846	1736.449	327.087	259.51	349.56
b1623	b1623	1332.648	1564.272	6071.593	3377.782	3752.373	4854.268
b1624	b1624	611.001	450.001	1641.983	1059.474	830.771	1025.593
b1625	b1625	12	1	16	49.999	20	54.08
b1626	b1626	94	79	317.112	296.448	297.534	418.758
b1627	b1627	89.01	55.324	391.376	247.211	277.206	429.089
b1628	b1628	226.991	214.021	633.042	502.864	434.764	705.077
b1629	b1629	367.921	379.082	1321.483	950.319	833.548	1247.459
b1630	b1630	253.06	232.029	782.645	524.312	447.995	678.804
b1631	b1631	120.819	114.643	368.098	247.326	148.598	278.516
b1632	b1632	114.181	119.388	443.539	257.169	209.688	312.464
b1633	b1633	97	58	303.82	160.885	150.267	146.441
b1634	b1634	2535.302	2127.511	7942.522	1430.106	1083.14	1521.831
b1635	b1635	374.805	354.016	1557.176	900.88	742.267	886.074
b1636	b1636	347.158	308.842	1139.78	486.999	495.542	636.061
b1637	b1637	3009.826	2663.155	11536.81	5337.449	5033.1	6869.15
b1638	b1638	442.009	377	1586.129	851.561	803.801	1060.246
b1639	b1639	20	19.244	113.307	182.523	117.433	183.155
b1640	b1640	369	337.757	1430.814	583.112	491.654	703.037
b1641	b1641	2729.522	1825.777	5665.968	2343.765	1621.175	2552.689
b1642	b1642	32	23	113.002	37.993	37	61.01
b1643	b1643	20	13.698	52.245	16.969	35.314	46.114
b1644	b1644	76	46.288	247.087	101.043	95.975	121.4
b1645	b1645	95	94	341.064	150.847	171.068	223.519
b1646	b1646	147	194.054	751.579	659.79	504.776	732.275
b1647	b1647	1358.269	1098.544	4195.104	1368.824	1260.636	1724.936
b1648	b1648	18	36	96.795	65.003	59.177	114.373
b1649	b1649	61.947	58	344.455	106.959	113.845	210.068
b1650	b1650	550.261	445.017	1680.344	735.526	772.485	1328.647
b1651	b1651	293.494	243.569	804.267	271.5	312.903	414.754
b1652	b1652	188.847	150	769.249	377.513	374.688	601.486
b1653	b1653	521	447	1564.351	1064.487	1012.412	1367.224
b1654	b1654	507.069	445.712	2126.527	1100.212	883.521	1193.791
b1655	b1655	214.765	145	725.404	186.029	124.02	173.058
b1656	b1656	1595.068	1557.555	8759.098	3789.472	3200.039	5457.42
b1657	b1657	39	37	84.17	98.998	115.636	152.191
b1658	b1658	446	386.81	1517.222	859.985	724.941	1021.519
b1659	b1659	29	27	162.85	79.013	69.005	78.999
b1660	b1660	292.002	353.092	974.279	395.443	311.034	462.639
b1661	b1661	1032.472	1025.978	4549.392	5568.84	3108.098	4866.408
b1662	b1662	626.999	648.138	1861.782	645.466	526.987	718.615
b1663	b1663	273.134	310.072	1025.186	627.002	528.347	837.198
b1664	b1664	800	585.001	2276.623	968.178	717.357	984.727
b1665	b1665	0	0	1	0	0	0
b1666	b1666	0	0	0	0	0	0
b1667	b1667	135	170	384.122	214.836	187.051	242.564
b1668	b1668	425	373.875	1528.769	1183.046	1014.422	1799.53
b1669	b1669	6	15	30.001	19	9.46	23.001
b1670	b1670	9	12	34	32.788	23.534	50.518
b1671	b1671	20	20	21	26	14.45	28.466
b1672	b1672	14	28	43.007	28	24	54.018
b1673	b1673	42	29	81	28	27	59.2
b1674	b1674	1	4	25	1	3	6
b1675	b1675	6	6	30.51	3	3	5
b1676	b1676	6103.289	3938.726	21904.942	9045.087	8118.418	12714.089
b1677	b1677	6926.954	8482.815	34216.945	7585.392	4868.581	7316.913
b1678	b1678	742	590	2723.685	1984.761	1513.158	2450.153
b1679	b1679	97.881	65.015	308.434	321.168	241.435	485.393
b1680	b1680	526	477.003	2337.154	2547.77	1890.986	3098.079
b1681	b1681	683.065	636.037	3105.737	3329.774	2424.634	4255.041
b1682	b1682	257.003	215.917	1184.405	1247.509	923.883	1755.039
b1683	b1683	727.095	747.515	3388.874	3485.129	2444.269	4553.778
b1684	b1684	154	187	809.622	764.094	511.441	749.163
b1685	b1685	6	12	8	19.096	25	33
b1686	b1686	58	36	138.093	78.371	74.026	101.08
b1687	b1687	1259.419	1235.958	4042.343	2259.068	2022.439	2620.116
b1688	b1688	537	503.113	1750.998	886.952	860.866	1060.316
b1689	b1689	5	2	14	3	0	1
b1690	b1690	5	9	23	9.007	4	10
b1691	b1691	0	3	4	1	2	4
b1692	b1692	7	8.995	31.975	8	2	19
b1693	b1693	145.185	204.066	769.73	304.122	315.931	448.018
b1694	b1694	9	10	28	9	12	19
b1695	b1695	13	26	58.037	22	12	15
b1696	b1696	17	28	59.035	17	19	19
b1697	b1697	6	5	29.475	9.004	20	26.336
b1698	b1698	17	26	64	26	23.001	47.234
b1699	b1699	40	20	74.124	58	27.938	66.423
b1700	b1700	3	4	26	14.001	14	15.816
b1701	b1701	31	10	46.991	33.019	37.01	32.13
b1702	b1702	12494.779	11997.084	40448.955	12407.048	11809.241	14844.496
b1703	b1703	582.01	493.264	1598.968	527.84	520.555	681.443
b1704	b1704	343.001	294	1191.151	917.093	862.342	1221.076
b1705	b1705	5	2	16	1	7	3
b1706	b1706	670.96	507.873	2238.675	1183.257	1192.284	2124.759
b1707	b1707	67	41	181.988	59	102	211.989
b1708	b1708	408	358.321	1415.674	500.476	535.165	876.985
b1709	b1709	334	285.19	1204.976	772.165	793.7	1200.182
b1710	b1710	592	588.299	2108.393	1453.121	1407.068	2063.678
b1711	b1711	128.999	129	603.661	306.556	247.72	444.135
b1712	b1712	733	598.998	2512.149	1098.674	956.764	1493.713
b1713	b1713	6711.174	4799.519	17286.005	7275.22	5748.983	8081.548
b1714	b1714	3064.262	2577.24	8536.018	3624.56	3097.358	4424.922
b1715	b1715	0	0	0	0	0	0
b1716	b1716	6603.627	5431.616	24748.953	9127.874	7806.53	12653.574
b1717	b1717	3271.758	2645.519	13815.631	4541.399	4247.884	6660.457
b1718	b1718	1908.508	1534.734	6935.192	2549.82	2028.596	2854.267
b1719	b1719	13143.235	10400.406	39451.56	13375.736	12999.366	20016.858
b1722	b1722	26	56	116.957	89	91.012	109.027
b1723	b1723	921.804	907.065	4079.295	2636.376	2165.069	2768.4
b1724	b1724	54	23	101.002	92	88.996	113.054
b1725	b1725	514	398.313	2008.594	1204.113	976.992	1504.306
b1726	b1726	74	61	157.979	72	58.044	102.385
b1727	b1727	386	286.019	941.993	343.162	294.159	401.241
b1728	b1728	21	33	81.26	48	30.021	44.828
b1729	b1729	2620.063	2712.287	9286.937	3304.071	2728.424	4321.168
b1730	b1730	0	0	3	2	1	0
b1731	b1731	6	6	25	15	10	20
b1732	b1732	3742.917	3689.611	16406.885	27762.262	22579.328	33365.888
b1733	b1733	68	68	251.593	130.013	105.84	121.304
b1734	b1734	59	32	110.412	29	22.098	36.976
